cod_ies;cod_municipio;nome_ies;sigla_ies;municipio;regiao;estado;sigla_estado;organizacao;rede;administracao;endereco;numero_endereco;complemento_endereco;bairro;cep;telefones;emails;site;latitude;longitude;local_coordenada
3164;5106752;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Pontes E Lacerda;Centro Oeste;Mato Grosso;MT;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-15.2282571792603;-59.350341796875;INSTITUICAO
3164;5107800;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Santo Antônio Do Leverger;Centro Oeste;Mato Grosso;MT;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-15.8231725692749;-55.4181137084961;INSTITUICAO
3164;5107925;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Sorriso;Centro Oeste;Mato Grosso;MT;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-12.5779514312744;-55.7406120300293;INSTITUICAO
3164;5108402;Instituto Federal De Educação, Ciência E Tecnologia De Mato Grosso;IFMT;Várzea Grande;Centro Oeste;Mato Grosso;MT;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-15.6462478637695;-56.1327133178711;MUNICIPIO
3165;3134202;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Ituiutaba;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-19.0146331787109;-49.4822616577148;INSTITUICAO
3165;3147006;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Paracatu;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-17.2477607727051;-46.8810348510742;INSTITUICAO
3165;3148103;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Patrocínio;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-18.9558620452881;-46.9831504821777;INSTITUICAO
3165;3170107;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Uberaba;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;Avenida João Batista Ribeiro;4000;;Mercês;38064900;(34)3326-1100;reitor@iftm.edu.br,pi.reitoria@iftm.edu.br,marciadefreitas@gmail.com;www.iftm.edu.br;-19.7473659515381;-47.9391555786133;MUNICIPIO
3165;3170206;Instituto Federal De Educação, Ciência E Tecnologia  Do Triângulo Mineiro;IFTM;Uberlândia;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-18.9328575134277;-48.2800903320312;INSTITUICAO
3170;4205407;Faculdade Estácio De Florianópolis - Estácio Florianópolis;;Florianópolis;Sul;Santa Catarina;SC;Faculdade;Privada;Privada;Rodovia Sc 401 Km 01;407;Km 1;Itacorubi;88030000;(48)3202-6002,(48)3202-6000;direcaoexecutiva@assesc.edu.br,leonors@assesc.edu.br;www.assesc.edu.br;-27.5732288360596;-48.514347076416;INSTITUICAO
3171;4320008;Faculdade Equipe;;Sapucaia Do Sul;Sul;Rio Grande Do Sul;RS;Faculdade;Privada;Privada;Avenida Sapucaia;1376;;Centro;93210240;(51)3474-4515;contato@faculdadesequipe.com.br;www.faculdadesequipe.com.br;-29.8276214599609;-51.153678894043;INSTITUICAO
3172;1300029;Universidade Do Estado Do Amazonas;UEA;Alvarães;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-3.21576857566833;-64.8162078857422;MUNICIPIO
3172;1300300;Universidade Do Estado Do Amazonas;UEA;Autazes;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-3.57583904266357;-59.1312713623047;INSTITUICAO
3172;1301001;Universidade Do Estado Do Amazonas;UEA;Carauari;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-4.87248373031616;-66.8966903686523;INSTITUICAO
3172;1301902;Universidade Do Estado Do Amazonas;UEA;Itacoatiara;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-3.14285707473755;-58.430793762207;INSTITUICAO
3172;1302108;Universidade Do Estado Do Amazonas;UEA;Japurá;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-1.99623239040375;-68.5247116088867;MUNICIPIO
3172;1302504;Universidade Do Estado Do Amazonas;UEA;Manacapuru;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-3.29501938819885;-60.628173828125;INSTITUICAO
3172;1302603;Universidade Do Estado Do Amazonas;UEA;Manaus;Norte;Amazonas;AM;Universidade;Pública;Estadual;Avenida Djalma Batista;2490;;Flores;69005010;(92)3214-5774;gabinetechefia@uea.edu.br,ebrocki@uea.edu.br;www.uea.edu.br;-3.09288907051086;-60.0233726501465;INSTITUICAO
3172;1302801;Universidade Do Estado Do Amazonas;UEA;Maraã;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-1.85083961486816;-65.5913467407227;INSTITUICAO
3172;1302900;Universidade Do Estado Do Amazonas;UEA;Maués;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-3.39608907699585;-57.7163238525391;INSTITUICAO
3172;1303403;Universidade Do Estado Do Amazonas;UEA;Parintins;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-2.63904500007629;-56.756275177002;INSTITUICAO
3172;1303536;Universidade Do Estado Do Amazonas;UEA;Presidente Figueiredo;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-2.04930996894836;-60.0034866333008;INSTITUICAO
3172;1304062;Universidade Do Estado Do Amazonas;UEA;Tabatinga;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-4.22345542907715;-69.9354934692383;INSTITUICAO
3172;1304203;Universidade Do Estado Do Amazonas;UEA;Tefé;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-3.3485095500946;-64.7210540771484;INSTITUICAO
3172;1304237;Universidade Do Estado Do Amazonas;UEA;Tonantins;Norte;Amazonas;AM;Universidade;Pública;Estadual;;;;;;;;;-2.86144995689392;-67.7722244262695;INSTITUICAO
3180;4108304;Faculdade Atticus;;Foz Do Iguaçu;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida Tarquínio Joslin Santos;1000;;Jardim Universitário;85870901;(45)2105-9000;direcao@uniamerica.br;www.uniamerica.br;-25.5147743225098;-54.5752220153809;INSTITUICAO
3182;2700300;Faculdade Unirb - Arapiraca;;Arapiraca;Nordeste;Alagoas;AL;Faculdade;Privada;Privada;Rua Gazeta De Alagoas;85;;Brasília;57300020;(82)3530-1462,(82)9983-1386;cesama.cesama@bol.com.br;www.cesama.com;-9.73022174835205;-36.6555023193359;INSTITUICAO
3183;2800308;Instituto Federal De Educação, Ciência E Tecnologia De Sergipe;IFS;Aracaju;Nordeste;Sergipe;SE;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;Avenida Engenheiro Gentil Tavares;1166;;Getúlio Vargas;49055260;(79)3711-3100;gabinete.reitoria@ifs.edu.br;www.ifs.edu.br;-10.9154653549194;-37.065185546875;INSTITUICAO
3183;2802908;Instituto Federal De Educação, Ciência E Tecnologia De Sergipe;IFS;Itabaiana;Nordeste;Sergipe;SE;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-10.6910734176636;-37.4063262939453;INSTITUICAO
3183;2803500;Instituto Federal De Educação, Ciência E Tecnologia De Sergipe;IFS;Lagarto;Nordeste;Sergipe;SE;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-10.9388189315796;-37.6569786071777;INSTITUICAO
3184;1400100;Instituto Federal De Educação, Ciência E Tecnologia De Roraima;IFRR;Boa Vista;Norte;Roraima;RR;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;Avenida Glaycon De Paiva;2496;;Pricumã;69303340;(95)3621-8000;gabinete.reitoria@ifrr.edu.br;;2.81312894821167;-60.6939888000488;INSTITUICAO
3186;3550605;Faculdade De São Roque;FAEV;São Roque;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Avenida Varangüera;623;;Guaçu;18130340;(11)4784-9111;ckto@terra.com.br,jomar.bellini@uniesp.edu.br;www.uniesp.edu.br;-23.51442527771;-47.1424026489258;INSTITUICAO
3188;3101706;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Almenara;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-16.1796836853027;-40.6953239440918;INSTITUICAO
3188;3103405;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Araçuaí;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-16.8480434417725;-42.0363616943359;INSTITUICAO
3188;3104502;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Arinos;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-15.9226016998291;-46.1339416503906;INSTITUICAO
3188;3135209;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Januária;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-15.4466218948364;-44.3721122741699;INSTITUICAO
3188;3143302;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Montes Claros;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;Rua Gabriel Passos;259;Prédio;Centro;39400112;(38)3201-3050;gabinete@ifnmg.edu.br;www.ifnmg.edu.br;-16.7165813446045;-43.8681526184082;INSTITUICAO
3188;3151206;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Pirapora;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-17.3382663726807;-44.9261131286621;INSTITUICAO
3188;3157005;Instituto Federal De Educação, Ciência E Tecnologia Do Norte De Minas Gerais;IFNMG;Salinas;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-16.1577625274658;-42.3112754821777;INSTITUICAO
3189;3105103;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Bambuí;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-20.015417098999;-45.9763832092285;MUNICIPIO
3189;3118007;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Congonhas;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-20.4850807189941;-43.8408737182617;INSTITUICAO
3189;3126109;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Formiga;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-20.4524192810059;-45.4387512207031;INSTITUICAO
3189;3127701;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Governador Valadares;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-18.83034324646;-41.9749984741211;INSTITUICAO
3189;3145901;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Ouro Branco;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-20.5137042999268;-43.7131309509277;INSTITUICAO
3189;3146107;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Ouro Preto;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-20.3952960968018;-43.5033569335938;INSTITUICAO
3189;3154606;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Ribeirão Das Neves;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-19.7592334747314;-44.0894927978516;INSTITUICAO
3189;3156700;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Sabará;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-19.8700866699219;-43.8383979797363;INSTITUICAO
3189;3157807;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;Santa Luzia;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-19.7943954467773;-43.9131393432617;INSTITUICAO
3189;3162807;Instituto Federal De Educação, Ciência E Tecnologia De Minas Gerais;IFMG;São João Evangelista;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-18.5484867095947;-42.7658729553223;MUNICIPIO
3193;4119905;Faculdades Integradas Dos Campos Gerais;CESCAGE;Ponta Grossa;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida General Carlos Cavalcanti;S/N;Seminário São José;Uvaranas;84030000;(42)3219-8000;cescage@cescage.edu.br;www.cescage.edu.br;-25.1019191741943;-50.1337547302246;INSTITUICAO
3194;3106200;Faculdade De Minas Bh;FAMINAS-BH;Belo Horizonte;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Cristiano Machado;12001;;Laranjeiras;31760000;(31)2126-3100;diretoria@faminasbh.edu.br,rejane@faminasbh.edu.br,secretaria@faminasbh.edu.br;www.faminasbh.edu.br;-19.8706817626953;-43.9677352905273;INSTITUICAO
3204;5107107;Faculdade De Quatro Marcos;FQM;São José Dos Quatro Marcos;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Rua Projetada II;205;;Jardim Das Oliveiras;78285000;(65)3251-3005;diradacademica@fqm.edu.br;www.fqm.edu.br;-15.61927318573;-58.1844749450684;INSTITUICAO
3205;3171303;Faculdade De Ciências E Tecnologia De Viçosa;FAVIÇOSA;Viçosa;Sudeste;Minas Gerais;MG;Faculdade;Privada;Privada;Avenida Maria De Paula Santana;3815;;Silvestre;36570000;(31)3899-8000;univicosa@univicosa.com.br;www.univicosa.com.br;-20.7294788360596;-42.8658409118652;INSTITUICAO
3223;5300108;Escola Superior De Ciências Da Saúde;ESCS;Brasília;Centro Oeste;Distrito Federal;DF;Faculdade;Pública;Estadual;Smhn Qd 501- Bl A;S/N;Ed. Fepecs;Asa Norte;70710100;(61)3326-9300;gabescs@gmail.com;www.escs.edu.br;-15.7841577529907;-47.886905670166;INSTITUICAO
3230;2919553;Faculdade Luiz Eduardo Magalhães;FILEM;Luís Eduardo Magalhães;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Rua Flamboyant;S/N;Qa Lote 20;Jardim Primavera;47850000;(77)3628-4446;patriciaccf@terra.com.br;www.filem.edu.br;-12.0829458236694;-45.7911758422852;INSTITUICAO
3232;4104501;Fi - Faculdade Iguaçu;FI;Capanema;Sul;Paraná;PR;Faculdade;Privada;Privada;Avenida Botucaris;1590;;Centro;85760000;(46)3552-1464,(46)3552-1776;nelsonposseti@uol.com.br,suporte@pomini.org;www.faculdadeiguacu.edu.br;-25.6667881011963;-53.7993392944336;INSTITUICAO
3252;5218508;Faculdade Quirinópolis;FAQUI;Quirinópolis;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Avenida Quirino Cândido De Moraes;38-D;;Centro;75860000;(64)3651-4680;contato@faculdadequirinopolis.com.br,anesiafaqui@hotmail.com;www.faculdadequirinopolis.com.br;-18.4433879852295;-50.4534645080566;INSTITUICAO
3268;2913606;Faculdade Madre Thais;FMT;Ilhéus;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Rua Madre Thais;197;;Alto Da Piedade;45650000;(73)3222-2230;fmt@faculdademadrethais.com.br;www.faculdademadrethais.com.br;-14.7926645278931;-39.0481986999512;INSTITUICAO
3270;2927408;Faculdade São Bento Da Bahia;FSBB;Salvador;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Avenida Sete De Setembro;30/32;;Centro;40130001;(71)3322-4746;barbarafigueredo@saobento.org,faculdade@saobento.org;www.saobento.org;-12.97243309021;-38.512622833252;INSTITUICAO
3279;3105608;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;Barbacena;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-21.2272777557373;-43.7681617736816;INSTITUICAO
3279;3136702;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;Juiz De Fora;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;Rua Bernardo Mascarenhas;1283;;Fábrica;36080001;(32)3257-4148;mario.sergio@ifsudestemg.edu.br;www.ifsudestemg.edu.br;-21.7834949493408;-43.356014251709;INSTITUICAO
3279;3143906;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;Muriaé;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-21.127046585083;-42.3785858154297;INSTITUICAO
3279;3155801;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;Rio Pomba;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-21.2514171600342;-43.1590232849121;INSTITUICAO
3279;3162500;Instituto Federal De Educação, Ciência E Tecnologia Do Sudeste De Minas Gerais;IFSEMG;São João Del-Rei;Sudeste;Minas Gerais;MG;Instituto Federal de Educação, Ciência e Tecnologia;Pública;Federal;;;;;;;;;-21.1119995117188;-44.2470245361328;INSTITUICAO
3285;2900702;Faculdade Santo Antonio;FSA;Alagoinhas;Nordeste;Bahia;BA;Faculdade;Privada;Privada;Rua Lauro De Freitas;198;;Centro;48005015;(75)3421-4733;salles@saosalvador.edu.br,gmartins9@hotmail.com;www.fsaa.edu.br;-12.1121664047241;-38.4373588562012;INSTITUICAO
3294;3518800;Centro Universitário Eniac;ENIAC;Guarulhos;Sudeste;São Paulo;SP;Centro Universitário;Privada;Privada;Rua Força Pública;89;;Centro;7012030;(11)2472-5500;mant@eniac.com.br;www.eniac.com.br;-23.4728012084961;-46.5308074951172;INSTITUICAO
3295;4205407;Faculdade Senac Florianópolis;SENAC FLORIANÓPOLIS;Florianópolis;Sul;Santa Catarina;SC;Faculdade;Privada;Privada;Rua Silva Jardim;360;;Prainha;88020200;(48)3229-3200;jvieira@sc.senac.br;www.sc.senac.br;-27.6037254333496;-48.5465507507324;INSTITUICAO
3295;4209300;Faculdade Senac Florianópolis;SENAC FLORIANÓPOLIS;Lages;Sul;Santa Catarina;SC;Faculdade;Privada;Privada;;;;;;;;;-27.8154621124268;-50.3263549804688;MUNICIPIO
3299;2304400;Faculdade De Tecnologia Informática;FATI;Fortaleza;Nordeste;Ceará;CE;Faculdade;Privada;Privada;Rua D. Leopoldina;912;;Aldeota;60110001;(31)3249-1839;secretaria@fateccomercio.edu.br;www.fateccomercio.edu.br;-3.75823950767517;-38.5569267272949;INSTITUICAO
3302;3526001;Faculdade De Junqueirópolis;ISEJ;Junqueirópolis;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Piauí;801;;Distrito Comercial E Industrial;17890000;(18)3842-1701;junqueiropolis@cesd.br;www.unialpa.cesd.br/;-21.4946231842041;-51.4313468933105;INSTITUICAO
3303;5103403;Faculdade Invest De Ciências E Tecnologia;INVEST;Cuiabá;Centro Oeste;Mato Grosso;MT;Faculdade;Privada;Privada;Avenida Europa;63;;Jardim Tropical;78065130;(65)3314-2100;ice@ice.edu.br;www.ice.edu.br;-15.631139755249;-56.0532989501953;INSTITUICAO
3304;2510808;Faculdades Integradas De Patos;FIP;Patos;Nordeste;Paraíba;PB;Faculdade;Privada;Privada;Rua Horácio Nóbrega;S/N;;Belo Horizonte;58704000;(83)3421-2742;ffmascarenhas@uol.com.br;www.ffm.com.br;-7.02040719985962;-37.2793426513672;INSTITUICAO
3306;4304606;Faculdade De Tecnologia Ipuc;FATIPUC;Canoas;Sul;Rio Grande Do Sul;RS;Faculdade;Privada;Privada;Avenida Guilherme Schell;5000;;Centro;92310000;(51)2103-3000;ipuc@ipuc.com.br;www.ipuc.com.br;-29.9250831604004;-51.1806526184082;INSTITUICAO
3307;3543907;Faculdade De Rio Claro;CBTA;Rio Claro;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rodovia Washigton Luiz Km 173,3 - Chácara Lusa - Centro;S/N;Km 173,3;Chácara Lusa;13501600;(19)3533-6676;jamil.zogbi@uniesp.edu.br,ckto@terra.com.br;www.cbta.edu.br;-22.4315967559814;-47.5706787109375;INSTITUICAO
3308;3548708;Faculdade De Tecnologia Termomecânica;FTT;São Bernardo Do Campo;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Estrada Dos Alvarengas;4001;;Alvarenga;9850550;(11)4359-6565,(11)4359-6572;ftt@cefsa.org.br/ftt.secretaria@cefsa.org.br;www.cefsa.org.br;-23.7359848022461;-46.583194732666;INSTITUICAO
3319;5205109;Faculdade De Ensino Superior De Catalão;FACULDADE CESUC;Catalão;Centro Oeste;Goiás;GO;Faculdade;Privada;Privada;Avenida Presidente Médici;S/N;;Santa Cruz;75706420;(64)3441-6200;lima@cesuc.br;www.faculdadecesuc.edu.br;-18.1805095672607;-47.9463844299316;INSTITUICAO
3323;3509502;Instituto De Educação E Ensino Superior De Campinas;IESCAMP;Campinas;Sudeste;São Paulo;SP;Faculdade;Privada;Privada;Rua Antônio Ferreira Laranja;57;;Jardim Garcia;13061100;(19)3227-3363;secretaria@iescamp.com.br;www.iescamp.com.br;-22.9141540527344;-47.101734161377;INSTITUICAO
3332;3304557;Faculdade De Tecnologia Senac Rio;FATEC;Rio De Janeiro;Sudeste;Rio De Janeiro;RJ;Faculdade;Privada;Privada;Avenida Marechal Rondon;2034;;Riachuelo;20950001;(21)2582-5500;wilma.freitas@rj.senac.br,simone.menezes@rj.senac.br,cristiana.silva@rj.senac.br;;-22.910924911499;-43.1742172241211;INSTITUICAO
3333;4305108;Centro Universitário Uniftec;;Caxias Do Sul;Sul;Rio Grande Do Sul;RS;Centro Universitário;Privada;Privada;Rua Gustavo Ramos Sehbe;107;;Cinquentenário;95012669;(54)3027-1300;claudio@ftec.com.br;www.ftec.com.br;-29.1738586425781;-51.2185440063477;INSTITUICAO
3336;4300406;Universidade Estadual Do Rio Grande Do Sul;UERGS;Alegrete;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.789571762085;-55.7685966491699;INSTITUICAO
3336;4301602;Universidade Estadual Do Rio Grande Do Sul;UERGS;Bagé;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-31.3072052001953;-54.1096534729004;INSTITUICAO
3336;4302105;Universidade Estadual Do Rio Grande Do Sul;UERGS;Bento Gonçalves;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.1700077056885;-51.5178909301758;INSTITUICAO
3336;4303004;Universidade Estadual Do Rio Grande Do Sul;UERGS;Cachoeira Do Sul;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-30.0440502166748;-52.8999977111816;INSTITUICAO
3336;4305454;Universidade Estadual Do Rio Grande Do Sul;UERGS;Cidreira;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-30.1810150146484;-50.2051010131836;INSTITUICAO
3336;4306106;Universidade Estadual Do Rio Grande Do Sul;UERGS;Cruz Alta;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-28.6410579681396;-53.6048545837402;INSTITUICAO
3336;4306809;Universidade Estadual Do Rio Grande Do Sul;UERGS;Encantado;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.2250232696533;-51.8913688659668;INSTITUICAO
3336;4308508;Universidade Estadual Do Rio Grande Do Sul;UERGS;Frederico Westphalen;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-27.3702964782715;-53.4024238586426;INSTITUICAO
3336;4309308;Universidade Estadual Do Rio Grande Do Sul;UERGS;Guaíba;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-30.1196823120117;-51.3689155578613;INSTITUICAO
3336;4312401;Universidade Estadual Do Rio Grande Do Sul;UERGS;Montenegro;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.6838932037354;-51.4597816467285;INSTITUICAO
3336;4313409;Universidade Estadual Do Rio Grande Do Sul;UERGS;Novo Hamburgo;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.6931762695312;-51.1466941833496;INSTITUICAO
3336;4313508;Universidade Estadual Do Rio Grande Do Sul;UERGS;Osório;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.8965740203857;-50.2634963989258;INSTITUICAO
3336;4314902;Universidade Estadual Do Rio Grande Do Sul;UERGS;Porto Alegre;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;Rua Sete De Setembro;1156;;Centro;90010191;(51)3288-9000;reitoria@uergs.edu.br;www.uergs.edu.br;-30.0287075042725;-51.2291488647461;INSTITUICAO
3336;4316600;Universidade Estadual Do Rio Grande Do Sul;UERGS;Sananduva;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-27.9515075683594;-51.8122825622559;INSTITUICAO
3336;4316808;Universidade Estadual Do Rio Grande Do Sul;UERGS;Santa Cruz Do Sul;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.6920604705811;-52.4453086853027;INSTITUICAO
3336;4318200;Universidade Estadual Do Rio Grande Do Sul;UERGS;São Francisco De Paula;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-29.4453258514404;-50.5843276977539;INSTITUICAO
3336;4318903;Universidade Estadual Do Rio Grande Do Sul;UERGS;São Luiz Gonzaga;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-28.4080142974854;-54.9359169006348;INSTITUICAO
3336;4321907;Universidade Estadual Do Rio Grande Do Sul;UERGS;Três Passos;Sul;Rio Grande Do Sul;RS;Universidade;Pública;Estadual;;;;;;;;;-27.4606151580811;-53.9376602172852;INSTITUICAO
3337;2211001;Faculdade De Tecnologia De Teresina;FACULDADE CET;Teresina;Nordeste;Piauí;PI;Faculdade;Privada;Privada;Rua Firmino Pires;527;;Centro;64001070;(86)3221-0079;cet@cet.edu.br;www.cet.edu.br;-5.07741975784302;-42.8251037597656;INSTITUICAO
3339;4308904;Faculdade Ideau De Getúlio Vargas;IDEAU;Getúlio Vargas;Sul;Rio Grande Do Sul;RS;Faculdade;Privada;Privada;Avenida Borges Medeiros;2113;;Champagnat;99900000;(54)3341-6600;ideau@ideau.com.br;www.ideau.com.br;-27.8844184875488;-52.2222633361816;INSTITUICAO
