cod_curso;cod_ies;cod_municipio;cod_area;area;modalidade;conceito_enade_faixa;conceito_enade_continuo;conceito_enade_ano;inscritos;participantes;conceito_curso_faixa;conceito_curso_continuo;conceito_curso_ano
83472;3437;4202008;22;Ciências Contábeis;Presencial;3;2.38462;2018;9;4;4;3.59661;2018
84415;3437;4202008;1;Administração;Presencial;2;1.04605;2018;8;2;3;2.42394;2018
1350874;3437;4202008;88;Tecnologia Em Gastronomia;Presencial;3;2.52446;2018;2;2;4;3.30977;2018
79480;3443;4303103;22;Ciências Contábeis;Presencial;4;3.20314;2018;74;73;4;3.90913;2018
79483;3443;4303103;1;Administração;Presencial;4;3.12649;2018;85;84;4;3.72246;2018
107082;3443;4303103;2001;Pedagogia (Licenciatura);Presencial;4;3.52510;2017;39;39;4;3.83840;2017
107621;3443;4303103;702;Matemática (Licenciatura);Presencial;3;2.15410;2017;13;13;4;3.41710;2017
1056078;3443;4303103;2;Direito;Presencial;3;2.86690;2018;52;52;4;3.93481;2018
1071067;3443;4303103;102;Tecnologia Em Comércio Exterior;Presencial;3;2.88315;2018;17;17;4;3.84810;2018
5000002;3443;4303103;18;Psicologia;Presencial;3;2.52531;2018;74;73;4;3.82947;2018
74296;3448;3143302;2001;Pedagogia (Licenciatura);Presencial;2;1.93200;2017;16;16;3;2.27260;2017
74301;3448;3143302;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.93040;2017;9;5;3;2.44480;2017
68933;3456;3509502;1;Administração;Presencial;4;3.01449;2018;16;5;2;1.74931;2018
68935;3456;3509502;22;Ciências Contábeis;Presencial;-1;-1.00000;2018;6;1;-1;-1.00000;2018
68937;3456;3509502;4006;Sistemas De Informação;Presencial;4;3.10630;2017;2;2;4;3.87080;2017
79804;3456;3509502;79;Tecnologia Em Redes De Computadores;Presencial;-1;-1.00000;2017;1;1;-1;-1.00000;2017
80152;3456;3509502;2;Direito;Presencial;3;2.63628;2018;35;21;3;2.86850;2018
88954;3456;3509502;6208;Engenharia De Produção;Presencial;2;1.31930;2017;12;6;2;1.57940;2017
88956;3456;3509502;5814;Engenharia De Controle E Automação;Presencial;2;1.17150;2017;11;8;3;1.98570;2017
1135201;3456;3509502;88;Tecnologia Em Gastronomia;Presencial;3;2.23474;2018;9;8;3;2.71540;2018
1135205;3456;3509502;5710;Engenharia Civil;Presencial;2;1.05930;2017;27;19;2;1.56200;2017
5000237;3456;3509502;6307;Engenharia Ambiental;Presencial;2;1.78250;2017;13;12;2;1.88860;2017
5000238;3456;3509502;5806;Engenharia Elétrica;Presencial;1;0.62190;2017;4;2;1;0.91420;2017
5000239;3456;3509502;4003;Engenharia Da Computação;Presencial;2;1.28240;2017;11;11;2;1.81140;2017
64805;3488;3118304;22;Ciências Contábeis;Presencial;3;2.63189;2018;48;48;3;2.37739;2018
64807;3488;3118304;38;Serviço Social;Presencial;3;2.54890;2016;16;15;3;1.96320;2016
64809;3488;3118304;5806;Engenharia Elétrica;Presencial;3;2.01740;2017;54;50;3;2.37970;2017
83284;3495;4212908;1;Administração;Presencial;2;1.35830;2018;21;17;3;2.60873;2018
83292;3495;4212908;22;Ciências Contábeis;Presencial;3;2.39601;2018;18;18;3;2.92080;2018
83294;3495;4212908;4006;Sistemas De Informação;Presencial;1;0.88230;2017;15;13;3;2.00680;2017
105872;3495;4212908;3502;Educação Física (Licenciatura);Presencial;3;2.86760;2017;14;13;3;2.76590;2017
405872;3495;4212908;3501;Educação Física (Bacharelado);Presencial;1;0.82840;2016;19;19;3;1.95500;2016
98144;3509;4106902;3201;Filosofia (Bacharelado);Presencial;4;2.99030;2017;22;22;4;3.19700;2017
16375;3513;3541505;2001;Pedagogia (Licenciatura);Presencial;2;1.41090;2017;21;19;3;1.99030;2017
27703;3513;3541505;905;Letras-Português E Inglês (Licenciatura);Presencial;-1;-1.00000;2017;1;1;-1;-1.00000;2017
82188;3513;3541505;702;Matemática (Licenciatura);Presencial;-1;-1.00000;2017;2;1;-1;-1.00000;2017
83863;3513;3541505;2402;História (Licenciatura);Presencial;-1;-1.00000;2017;1;0;-1;-1.00000;2017
90144;3513;3541505;1;Administração;Presencial;2;1.06681;2018;4;4;2;1.67996;2018
1149540;3513;3541505;3502;Educação Física (Licenciatura);Presencial;1;0.56350;2017;9;7;2;1.44990;2017
1152182;3513;3541505;1602;Ciências Biológicas (Licenciatura);Presencial;-1;-1.00000;2017;1;1;-1;-1.00000;2017
1169508;3513;3541505;38;Serviço Social;Presencial;1;0.89737;2018;7;7;2;1.50641;2018
65132;3514;3101508;1;Administração;Presencial;3;2.38611;2018;16;16;2;1.66250;2018
91945;3514;3101508;2;Direito;Presencial;2;1.67926;2018;46;39;3;1.96382;2018
113419;3514;3101508;5710;Engenharia Civil;Presencial;2;1.54490;2017;39;36;3;1.95980;2017
10957;3515;2616407;905;Letras-Português E Inglês (Licenciatura);Presencial;2;1.46720;2017;29;26;3;2.80780;2017
29447;3515;2616407;702;Matemática (Licenciatura);Presencial;-1;-1.00000;2017;1;0;-1;-1.00000;2017
52779;3515;2616407;1;Administração;Presencial;2;1.09856;2018;33;26;3;2.59494;2018
83024;3515;2616407;19;Farmácia;Presencial;2;1.94400;2016;54;52;4;3.00650;2016
87824;3515;2616407;18;Psicologia;Presencial;2;1.20187;2018;54;52;3;2.59274;2018
1107660;3515;2616407;23;Enfermagem;Presencial;2;1.71550;2016;99;96;3;2.89270;2016
1204456;3515;2616407;22;Ciências Contábeis;Presencial;3;2.02185;2018;15;14;4;3.10969;2018
1204463;3515;2616407;94;Tecnologia Em Logística;Presencial;1;0.57761;2018;3;2;3;2.00671;2018
1205083;3515;2616407;38;Serviço Social;Presencial;3;1.96555;2018;13;13;3;2.84950;2018
1205085;3515;2616407;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;1;0.80049;2018;28;22;3;2.61139;2018
65138;3516;3101508;3501;Educação Física (Bacharelado);Presencial;1;0.43930;2016;46;33;2;1.02400;2016
91939;3516;3101508;23;Enfermagem;Presencial;2;1.54940;2016;18;14;2;1.14910;2016
113421;3516;3101508;28;Nutrição;Presencial;2;1.34090;2016;35;27;2;1.31410;2016
75150;3518;4208906;3502;Educação Física (Licenciatura);Presencial;4;3.51510;2017;69;53;3;2.47240;2017
95147;3518;4208906;23;Enfermagem;Presencial;2;1.70810;2016;33;31;3;2.15550;2016
375150;3518;4208906;3501;Educação Física (Bacharelado);Presencial;3;2.19100;2016;48;46;3;2.38940;2016
88963;3522;3152501;3201;Filosofia (Bacharelado);Presencial;4;3.78050;2017;13;11;4;3.23870;2017
88965;3522;3152501;101;Teologia;Presencial;4;3.67459;2018;11;10;4;3.26786;2018
92173;3523;4314902;2;Direito;Presencial;4;3.60995;2018;141;137;4;3.73734;2018
86434;3525;3304557;101;Teologia;Presencial;2;1.88088;2018;80;75;3;2.28694;2018
8934;3529;3529005;22;Ciências Contábeis;Presencial;3;2.38512;2018;31;31;3;2.81432;2018
8937;3529;3529005;2;Direito;Presencial;3;2.71431;2018;205;204;4;3.10030;2018
18001;3529;3529005;4004;Ciência Da Computação (Bacharelado);Presencial;3;2.74570;2017;37;35;4;3.09190;2017
72303;3529;3529005;85;Tecnologia Em Processos Gerenciais;Presencial;2;1.76020;2018;50;50;3;2.32605;2018
72305;3529;3529005;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;4;3.36315;2018;21;21;3;2.91377;2018
72311;3529;3529005;104;Tecnologia Em Design Gráfico;Presencial;3;2.71485;2018;37;35;3;2.68857;2018
88258;3529;3529005;4006;Sistemas De Informação;Presencial;3;2.62560;2017;36;33;4;3.12250;2017
98552;3529;3529005;6208;Engenharia De Produção;Presencial;3;2.61190;2017;43;42;3;2.65610;2017
98566;3529;3529005;1;Administração;Presencial;3;2.64245;2018;67;67;4;2.94540;2018
99798;3533;3549805;23;Enfermagem;Presencial;3;2.31670;2016;22;21;3;2.36040;2016
101526;3536;4106902;101;Teologia;Presencial;4;2.95924;2018;14;13;3;2.46878;2018
110430;3541;4320909;1;Administração;Presencial;3;2.39428;2018;13;13;4;2.97932;2018
1107184;3541;4320909;22;Ciências Contábeis;Presencial;4;3.02236;2018;10;10;4;3.38533;2018
101454;3543;4313409;1;Administração;Presencial;5;4.00650;2018;19;19;4;3.65012;2018
119946;3543;4313409;79;Tecnologia Em Redes De Computadores;Presencial;3;2.11230;2017;11;11;3;2.59410;2017
1077039;3543;4313409;18;Psicologia;Presencial;4;3.27369;2018;8;8;4;3.36523;2018
87721;3573;5300108;101;Teologia;Presencial;3;2.19206;2018;43;39;3;2.30571;2018
75009;3584;2612505;2001;Pedagogia (Licenciatura);Presencial;3;2.12180;2017;36;33;2;1.87620;2017
75015;3585;2612505;1;Administração;Presencial;3;2.17817;2018;14;14;2;1.66074;2018
83931;3587;1200401;3201;Filosofia (Bacharelado);Presencial;3;2.10630;2017;11;10;3;2.25980;2017
1156244;3587;1200401;101;Teologia;Presencial;4;3.74005;2018;20;7;4;3.23864;2018
85099;3588;2927408;1;Administração;Presencial;2;1.89395;2018;101;90;3;2.50402;2018
86593;3588;2927408;6407;Letras - Inglês;Presencial;2;1.25610;2017;12;10;3;2.02170;2017
88068;3588;2927408;4006;Sistemas De Informação;Presencial;2;1.90110;2017;21;19;3;2.71970;2017
90829;3588;2927408;2;Direito;Presencial;2;1.68411;2018;107;104;3;2.61612;2018
91776;3588;2927408;2001;Pedagogia (Licenciatura);Presencial;2;1.86590;2017;129;126;3;2.67460;2017
98750;3588;2927408;23;Enfermagem;Presencial;2;1.00440;2016;161;140;3;2.47970;2016
106149;3588;2927408;22;Ciências Contábeis;Presencial;2;1.54163;2018;45;44;3;2.46482;2018
108696;3588;2927408;36;Fisioterapia;Presencial;2;1.66710;2016;84;82;3;2.86150;2016
109458;3588;2927408;38;Serviço Social;Presencial;2;1.73650;2016;265;226;4;2.96467;2018
110282;3588;2927408;19;Farmácia;Presencial;2;1.34190;2016;59;57;3;2.73760;2016
91354;3590;2507507;23;Enfermagem;Presencial;1;0.53970;2016;45;41;3;2.48840;2016
21233;3602;4106902;2;Direito;Presencial;3;2.94012;2018;330;261;4;3.05847;2018
21743;3602;4106902;1;Administração;Presencial;3;2.90612;2018;82;60;4;3.00469;2018
47540;3602;4106902;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.59735;2018;38;31;3;2.75302;2018
48782;3602;4106902;803;Comunicação Social - Jornalismo;Presencial;3;2.56535;2018;36;24;3;2.93007;2018
49086;3602;4106902;22;Ciências Contábeis;Presencial;3;2.39207;2018;54;44;3;2.70650;2018
56724;3602;4106902;2001;Pedagogia (Licenciatura);Presencial;4;3.10500;2017;47;46;4;3.22350;2017
57900;3602;4106902;4006;Sistemas De Informação;Presencial;3;2.71930;2017;22;19;3;2.90160;2017
83281;3602;4106902;38;Serviço Social;Presencial;4;3.09510;2016;21;19;3;2.70455;2018
83920;3602;4106902;3502;Educação Física (Licenciatura);Presencial;4;3.71050;2017;58;53;4;3.65900;2017
86896;3602;4106902;26;Design;Presencial;3;2.67176;2018;35;30;4;3.06900;2018
86900;3602;4106902;28;Nutrição;Presencial;3;2.89270;2016;34;34;4;3.02390;2016
86902;3602;4106902;23;Enfermagem;Presencial;3;2.16260;2016;31;30;3;2.68570;2016
89482;3602;4106902;36;Fisioterapia;Presencial;3;2.63610;2016;19;19;3;2.94290;2016
89484;3602;4106902;19;Farmácia;Presencial;3;2.40070;2016;41;41;3;2.84280;2016
94925;3602;4106902;55;Biomedicina;Presencial;4;3.13120;2016;34;33;4;3.02700;2016
95151;3602;4106902;3501;Educação Física (Bacharelado);Presencial;4;3.51220;2016;104;91;4;3.31220;2016
96857;3602;4106902;18;Psicologia;Presencial;3;2.35872;2018;90;73;4;2.95251;2018
1160214;3602;4106902;6208;Engenharia De Produção;Presencial;3;2.87070;2017;5;5;4;3.60100;2017
1210184;3602;4106902;1;Administração;A Distância;4;3.40116;2018;14;13;3;2.69317;2018
20502;3603;3518800;1;Administração;Presencial;3;2.46936;2018;78;50;3;2.45067;2018
37308;3603;3518800;5806;Engenharia Elétrica;Presencial;3;2.09860;2017;40;36;3;2.50060;2017
37309;3603;3518800;22;Ciências Contábeis;Presencial;-1;-1.00000;2018;13;0;-1;-1.00000;2018
47159;3603;3518800;29;Turismo;Presencial;1;0.00000;2018;18;4;1;0.84284;2018
48547;3603;3518800;28;Nutrição;Presencial;2;1.31080;2016;29;18;2;1.38990;2016
48640;3603;3518800;4006;Sistemas De Informação;Presencial;2;1.11730;2017;20;12;2;1.85350;2017
91367;3603;3518800;2;Direito;Presencial;2;1.37700;2018;74;58;2;1.93213;2018
98922;3603;3518800;2001;Pedagogia (Licenciatura);Presencial;3;2.31070;2017;145;109;3;2.80870;2017
99771;3603;3518800;804;Comunicação Social - Publicidade E Propaganda;Presencial;3;2.85012;2018;21;9;4;2.98126;2018
100048;3603;3518800;905;Letras-Português E Inglês (Licenciatura);Presencial;2;1.09520;2017;13;11;3;2.57600;2017
100053;3603;3518800;23;Enfermagem;Presencial;4;3.27070;2016;18;13;4;3.16340;2016
100055;3603;3518800;3501;Educação Física (Bacharelado);Presencial;2;1.91290;2016;26;25;2;1.85660;2016
100057;3603;3518800;55;Biomedicina;Presencial;3;2.32090;2016;33;29;3;2.20420;2016
100876;3603;3518800;6208;Engenharia De Produção;Presencial;2;1.54850;2017;40;29;3;2.22540;2017
102140;3603;3518800;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;2;1.53597;2018;38;7;2;1.86730;2018
109298;3603;3518800;19;Farmácia;Presencial;-1;-1.00000;2016;2;0;-1;-1.00000;2016
73472;3607;5208707;1;Administração;Presencial;5;4.00714;2018;8;7;3;2.01337;2018
89828;3607;5208707;2;Direito;Presencial;2;1.33072;2018;93;87;2;1.47443;2018
19737;3609;2919207;6208;Engenharia De Produção;Presencial;2;1.13890;2017;12;7;2;1.44020;2017
17514;3610;5300108;22;Ciências Contábeis;Presencial;3;2.06530;2018;22;16;4;3.16295;2018
18261;3610;5300108;1;Administração;Presencial;5;4.11131;2018;10;7;5;4.50138;2018
20476;3610;5300108;2001;Pedagogia (Licenciatura);Presencial;4;3.52780;2017;38;34;4;3.48960;2017
58552;3610;5300108;87;Tecnologia Em Gestão Financeira;Presencial;3;2.28387;2018;4;3;4;3.63026;2018
70066;3610;5300108;92;Tecnologia Em Gestão Ambiental;Presencial;2;1.10770;2016;18;8;2;1.88470;2016
95655;3610;5300108;69;Tecnologia Em Radiologia;Presencial;3;2.62810;2016;15;6;4;3.44200;2016
100950;3610;5300108;2;Direito;Presencial;3;1.97600;2018;70;46;4;3.49276;2018
105310;3610;5300108;55;Biomedicina;Presencial;3;2.41730;2016;31;25;4;3.08020;2016
105312;3610;5300108;23;Enfermagem;Presencial;2;1.62750;2016;110;104;4;2.96520;2016
5000788;3610;5300108;17;Agronomia;Presencial;4;2.97460;2016;37;36;4;3.68720;2016
5000789;3610;5300108;5;Medicina Veterinária;Presencial;1;0.54620;2016;38;28;2;1.86980;2016
17618;3612;3556206;1;Administração;Presencial;3;2.40044;2018;77;49;3;2.18590;2018
17619;3612;3556206;22;Ciências Contábeis;Presencial;2;1.62449;2018;26;19;2;1.70953;2018
17621;3612;3556206;4004;Ciência Da Computação (Bacharelado);Presencial;1;0.59330;2017;14;14;2;1.22610;2017
24223;3612;3556206;804;Comunicação Social - Publicidade E Propaganda;Presencial;2;1.72770;2018;8;7;3;2.38207;2018
53646;3612;3556206;2;Direito;Presencial;2;1.25005;2018;47;42;2;1.03019;2018
100497;3612;3556206;2001;Pedagogia (Licenciatura);Presencial;3;2.12770;2017;35;23;3;2.35730;2017
45988;3613;5208004;905;Letras-Português E Inglês (Licenciatura);Presencial;2;1.44930;2017;19;19;3;2.57610;2017
48072;3613;5208004;4006;Sistemas De Informação;Presencial;3;2.12450;2017;18;15;4;3.07050;2017
48181;3613;5208004;702;Matemática (Licenciatura);Presencial;2;1.22230;2017;12;11;3;2.72550;2017
68161;3613;5208004;1;Administração;Presencial;3;2.73975;2018;16;15;3;2.67104;2018
72673;3613;5208004;2;Direito;Presencial;2;1.75631;2018;99;96;3;2.34249;2018
94246;3613;5208004;23;Enfermagem;Presencial;3;2.36580;2016;48;43;4;3.26600;2016
100542;3613;5208004;2001;Pedagogia (Licenciatura);Presencial;3;2.34000;2017;81;78;3;2.92120;2017
101378;3613;5208004;79;Tecnologia Em Redes De Computadores;Presencial;4;3.03380;2017;4;4;4;3.57830;2017
1059335;3613;5208004;18;Psicologia;Presencial;2;1.22348;2018;45;40;3;2.25278;2018
83914;3614;3304557;5401;Ciências Sociais (Bacharelado);Presencial;4;3.25800;2017;13;12;4;3.31190;2017
114602;3614;3304557;2402;História (Licenciatura);Presencial;4;3.90910;2017;8;6;4;3.78350;2017
87537;3615;2611606;12;Medicina;Presencial;2;1.94120;2016;146;142;3;2.16360;2016
87705;3615;2611606;23;Enfermagem;Presencial;3;2.24860;2016;57;55;3;2.59940;2016
106024;3615;2611606;19;Farmácia;Presencial;3;2.07010;2016;16;15;3;2.78180;2016
107854;3615;2611606;36;Fisioterapia;Presencial;3;2.76460;2016;33;30;3;2.71840;2016
1070648;3615;2611606;18;Psicologia;Presencial;3;2.71754;2018;46;43;3;2.27161;2018
1185044;3615;2611606;28;Nutrição;Presencial;3;2.77440;2016;8;8;4;3.21240;2016
104794;3617;2601607;2;Direito;Presencial;2;1.83536;2018;150;138;3;2.22381;2018
86623;3618;3513009;36;Fisioterapia;Presencial;3;2.15230;2016;12;11;3;2.14770;2016
86627;3618;3513009;2001;Pedagogia (Licenciatura);Presencial;3;2.44160;2017;31;29;3;2.38030;2017
86632;3618;3513009;1;Administração;Presencial;2;1.43968;2018;33;30;2;1.90731;2018
95777;3618;3513009;2;Direito;Presencial;2;1.48045;2018;47;42;3;2.10490;2018
104408;3618;3513009;88;Tecnologia Em Gastronomia;Presencial;3;2.91577;2018;24;21;3;2.59535;2018
105986;3618;3513009;55;Biomedicina;Presencial;2;1.55020;2016;11;10;3;2.42380;2016
108630;3618;3513009;84;Tecnologia Em Marketing;Presencial;2;1.38822;2018;35;32;2;1.81059;2018
117176;3618;3513009;23;Enfermagem;Presencial;2;1.84470;2016;26;26;3;2.25480;2016
117573;3618;3513009;3502;Educação Física (Licenciatura);Presencial;2;1.85700;2017;38;31;3;2.35200;2017
122620;3618;3513009;5710;Engenharia Civil;Presencial;2;1.61820;2017;64;52;3;2.50160;2017
1075668;3625;2400208;38;Serviço Social;Presencial;1;0.20062;2018;72;70;2;1.50589;2018
83421;3631;2611606;81;Relações Internacionais;Presencial;3;2.31636;2018;67;56;3;2.24689;2018
83426;3631;2611606;21;Arquitetura E Urbanismo;Presencial;3;2.42080;2017;43;39;3;2.32420;2017
87936;3631;2611606;2;Direito;Presencial;3;2.85183;2018;73;66;3;2.61499;2018
1059807;3631;2611606;1;Administração;Presencial;3;2.83077;2018;26;24;3;2.44175;2018
3513;3641;3505500;6002;Engenharia De Alimentos;Presencial;3;2.49890;2017;14;11;3;2.44060;2017
3527;3641;3505500;6;Odontologia;Presencial;3;2.44550;2016;72;68;3;2.77250;2016
3529;3641;3505500;1;Administração;Presencial;2;1.94116;2018;25;22;3;2.88896;2018
18068;3641;3505500;1402;Física (Licenciatura);Presencial;2;1.14150;2017;7;3;3;2.37910;2017
18069;3641;3505500;1502;Química (Licenciatura);Presencial;2;1.82400;2017;28;7;3;2.60340;2017
18070;3641;3505500;702;Matemática (Licenciatura);Presencial;-1;-1.00000;2017;5;0;-1;-1.00000;2017
18306;3641;3505500;2;Direito;Presencial;3;2.72066;2018;78;68;4;3.33006;2018
67297;3641;3505500;38;Serviço Social;Presencial;3;2.19060;2016;41;29;4;3.42059;2018
67299;3641;3505500;4006;Sistemas De Informação;Presencial;2;1.49860;2017;56;11;3;2.66200;2017
85504;3641;3505500;19;Farmácia;Presencial;1;0.38840;2016;5;2;2;1.55500;2016
85622;3641;3505500;5710;Engenharia Civil;Presencial;2;1.14830;2017;22;14;2;1.85710;2017
85624;3641;3505500;5710;Engenharia Civil;Presencial;2;1.15580;2017;108;84;3;2.22340;2017
85628;3641;3505500;5806;Engenharia Elétrica;Presencial;2;1.16410;2017;88;51;3;2.55330;2017
91085;3641;3505500;51;Zootecnia;Presencial;2;1.49240;2016;17;10;3;2.33700;2016
107283;3641;3505500;17;Agronomia;Presencial;2;1.43730;2016;39;29;3;2.56220;2016
115886;3641;3505500;2001;Pedagogia (Licenciatura);Presencial;3;2.28880;2017;63;45;3;2.77320;2017
115888;3641;3505500;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.74980;2017;35;15;3;2.70030;2017
115890;3641;3505500;19;Farmácia;Presencial;2;1.84550;2016;44;32;3;2.70050;2016
115892;3641;3505500;6008;Engenharia Química;Presencial;2;1.44380;2017;69;47;3;2.32030;2017
115894;3641;3505500;6208;Engenharia De Produção;Presencial;3;1.95500;2017;140;86;3;2.39980;2017
115896;3641;3505500;5902;Engenharia Mecânica;Presencial;2;1.02060;2017;186;103;2;1.93650;2017
115898;3641;3505500;6307;Engenharia Ambiental;Presencial;2;1.31250;2017;68;46;3;2.23970;2017
1105208;3641;3505500;3502;Educação Física (Licenciatura);Presencial;2;1.74810;2017;93;41;3;2.71050;2017
1106222;3641;3505500;3501;Educação Física (Bacharelado);Presencial;2;1.31350;2016;27;15;3;2.40110;2016
1136442;3641;3505500;22;Ciências Contábeis;Presencial;5;4.31336;2018;28;24;5;4.18591;2018
1136519;3641;3505500;6002;Engenharia De Alimentos;Presencial;3;2.67810;2017;17;13;3;2.34180;2017
79896;3644;2402006;1;Administração;Presencial;3;2.17517;2018;18;16;3;2.17606;2018
1075667;3644;2402006;38;Serviço Social;Presencial;3;2.21620;2016;27;26;4;3.02446;2018
1099714;3644;2402006;22;Ciências Contábeis;Presencial;2;1.14890;2018;85;82;2;1.91784;2018
108756;3648;5103403;22;Ciências Contábeis;Presencial;2;1.65330;2018;26;25;4;3.07399;2018
1135688;3648;5103403;5710;Engenharia Civil;Presencial;1;0.55020;2017;143;109;2;1.88820;2017
1135690;3648;5103403;5814;Engenharia De Controle E Automação;Presencial;2;1.08580;2017;12;12;3;1.95890;2017
1135691;3648;5103403;5902;Engenharia Mecânica;Presencial;1;0.22470;2017;79;69;2;1.84440;2017
1135692;3648;5103403;6208;Engenharia De Produção;Presencial;2;1.12800;2017;12;11;2;1.54160;2017
85142;3649;4115200;22;Ciências Contábeis;Presencial;3;2.68727;2018;74;70;4;3.07589;2018
85144;3649;4115200;1;Administração;Presencial;3;2.21885;2018;49;49;3;2.85012;2018
99814;3649;4115200;13;Ciências Econômicas;Presencial;2;1.92093;2018;11;11;4;3.21118;2018
1071167;3649;4115200;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;2;1.76670;2017;34;32;3;2.76670;2017
1100045;3649;4115200;76;Tecnologia Em Gestão Da Produção Industrial;Presencial;4;3.10720;2017;10;10;4;3.32120;2017
1100070;3649;4115200;93;Tecnologia Em Gestão Comercial;Presencial;4;3.00383;2018;18;17;3;2.82083;2018
1257560;3649;4115200;84;Tecnologia Em Marketing;Presencial;3;2.80298;2018;16;16;3;2.88356;2018
1258491;3649;4115200;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.41867;2018;28;26;3;2.44278;2018
1322783;3649;4115200;104;Tecnologia Em Design Gráfico;Presencial;3;1.96433;2018;23;22;3;2.55512;2018
5000874;3649;4115200;2;Direito;Presencial;3;2.41457;2018;98;98;3;2.87885;2018
84425;3657;3143302;4006;Sistemas De Informação;Presencial;2;1.05450;2017;51;45;3;2.13350;2017
107976;3657;3143302;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;1;0.91560;2017;2;2;3;1.94700;2017
1100049;3657;3143302;6409;Tecnologia Em Gestão Da Tecnologia Da Informação;Presencial;4;3.08760;2017;21;16;4;3.17110;2017
86810;3663;5300108;2001;Pedagogia (Licenciatura);Presencial;1;0.39380;2017;7;3;3;2.11700;2017
86813;3663;5300108;904;Letras-Português (Licenciatura);Presencial;-1;-1.00000;2017;7;0;-1;-1.00000;2017
1117945;3663;5300108;38;Serviço Social;Presencial;3;1.97990;2016;36;32;3;2.87040;2016
80795;3669;2926608;2001;Pedagogia (Licenciatura);Presencial;2;1.54930;2017;139;134;3;2.56010;2017
80797;3669;2926608;1;Administração;Presencial;3;2.72186;2018;18;15;3;2.49919;2018
80800;3669;2926608;22;Ciências Contábeis;Presencial;3;2.35806;2018;15;15;3;2.64218;2018
1124976;3669;2926608;38;Serviço Social;Presencial;1;0.36450;2018;12;11;2;1.40407;2018
1124977;3669;2926608;23;Enfermagem;Presencial;1;0.60040;2016;131;105;2;1.84630;2016
1159053;3669;2926608;5710;Engenharia Civil;Presencial;1;0.40290;2017;54;48;2;1.34950;2017
1159055;3669;2926608;1602;Ciências Biológicas (Licenciatura);Presencial;2;1.51270;2017;25;23;3;2.39610;2017
1159335;3669;2926608;17;Agronomia;Presencial;1;0.05680;2016;12;10;1;0.89580;2016
86920;3675;1200401;3201;Filosofia (Bacharelado);Presencial;1;0.00000;2017;14;14;2;1.24510;2017
72019;3680;2304400;87;Tecnologia Em Gestão Financeira;Presencial;3;2.42861;2018;14;12;4;3.00232;2018
72025;3680;2304400;86;Tecnologia Em Gestão De Recursos Humanos;Presencial;3;2.25386;2018;27;25;4;2.97549;2018
72027;3680;2304400;85;Tecnologia Em Processos Gerenciais;Presencial;3;2.90782;2018;22;20;4;3.06165;2018
72029;3680;2304400;84;Tecnologia Em Marketing;Presencial;3;2.71796;2018;24;21;4;3.09688;2018
1165580;3680;2304400;94;Tecnologia Em Logística;Presencial;3;2.77874;2018;9;9;4;3.26151;2018
1192751;3680;2304400;1;Administração;Presencial;3;2.23738;2018;18;18;4;3.21213;2018
1204017;3680;2304400;22;Ciências Contábeis;Presencial;2;1.66666;2018;16;16;3;2.56826;2018
67603;3682;3302205;3502;Educação Física (Licenciatura);Presencial;3;2.61000;2017;26;25;3;2.70230;2017
2500068;3684;4105706;2001;Pedagogia (Licenciatura);Presencial;3;2.82270;2017;6;6;3;2.82490;2017
16619;3688;4111506;1;Administração;Presencial;2;1.70366;2018;21;21;3;2.05458;2018
17452;3688;4111506;72;Tecnologia Em Análise E Desenvolvimento De Sistemas;Presencial;4;3.67650;2017;17;13;4;3.45710;2017
17453;3688;4111506;2001;Pedagogia (Licenciatura);Presencial;3;2.83170;2017;23;22;3;2.76780;2017
17454;3688;4111506;22;Ciências Contábeis;Presencial;3;2.09681;2018;38;38;3;2.56020;2018
31342;3688;4111506;905;Letras-Português E Inglês (Licenciatura);Presencial;3;2.17670;2017;15;14;3;2.55530;2017
57590;3688;4111506;2;Direito;Presencial;3;2.51896;2018;58;57;3;2.60787;2018
1069445;3688;4111506;702;Matemática (Licenciatura);Presencial;3;2.11740;2017;10;10;3;2.48260;2017
94478;3690;3106200;905;Letras-Português E Inglês (Licenciatura);Presencial;2;1.71190;2017;61;52;3;2.34190;2017
96450;3690;3106200;3002;Geografia (Licenciatura);Presencial;3;2.70220;2017;58;54;3;2.38860;2017
98567;3690;3106200;702;Matemática (Licenciatura);Presencial;2;1.18540;2017;55;45;2;1.89220;2017
98569;3690;3106200;2001;Pedagogia (Licenciatura);Presencial;3;2.47920;2017;84;69;3;2.57590;2017
1136520;3690;3106200;1;Administração;Presencial;2;1.84276;2018;33;30;3;2.19176;2018
67848;3692;3509502;93;Tecnologia Em Gestão Comercial;Presencial;2;1.84171;2018;15;15;2;1.66481;2018
1191548;3692;3509502;88;Tecnologia Em Gastronomia;Presencial;1;0.65107;2018;23;21;2;1.56143;2018
114216;3697;4314902;69;Tecnologia Em Radiologia;Presencial;2;1.92980;2016;60;56;2;1.57940;2016
